-0.7 5.00000e-02	1.0000e+04	3.6097e-09	1.5704e-10	He 2	0.2245329 	 UTA	0.1332648 	H  1	0.1100570 	Fe 8	0.0786098 	O  7	0.0695617 	O  6	0.0638514 	Ne 6	0.0384530 	C  5	0.0257497 	Fe 9	0.0240992  
-0.6 5.00000e-02	1.0000e+04	3.9060e-09	1.6066e-10	He 2	0.2077089 	 UTA	0.1347145 	H  1	0.1017498 	Fe 8	0.0852899 	O  7	0.0810578 	O  6	0.0593211 	Fe 9	0.0328213 	Ne 6	0.0323555 	C  5	0.0243282  
-0.5 5.00000e-02	1.0000e+04	4.2439e-09	1.6572e-10	He 2	0.1913077 	 UTA	0.1359280 	H  1	0.0936688 	O  7	0.0918753 	Fe 8	0.0891110 	O  6	0.0535694 	Fe 9	0.0430689 	Si 8	0.0279270 	Ne 6	0.0253044  
-0.4 5.00000e-02	1.0000e+04	4.6332e-09	1.7264e-10	He 2	0.1753281 	 UTA	0.1371878 	O  7	0.1012166 	Fe 8	0.0892009 	H  1	0.0858157 	Fe 9	0.0541718 	O  6	0.0469920 	Si 8	0.0321946 	C  6	0.0241551  
-0.3 5.00000e-02	1.0000e+04	5.0846e-09	1.8175e-10	He 2	0.1598194 	 UTA	0.1388620 	O  7	0.1082828 	Fe 8	0.0850804 	H  1	0.0782093 	Fe 9	0.0649471 	O  6	0.0400117 	Si 8	0.0358981 	Fe10	0.0345009  
-0.2 5.00000e-02	1.0000e+04	5.6092e-09	1.9298e-10	He 2	0.1449047 	 UTA	0.1413678 	O  7	0.1124092 	Fe 8	0.0768997 	Fe 9	0.0738085 	H  1	0.0709055 	Fe10	0.0482861 	Si 8	0.0385285 	O  6	0.0330464  
-0.1 5.00000e-02	1.0000e+04	6.2165e-09	2.0565e-10	 UTA	0.1451218 	He 2	0.1307591 	O  7	0.1131999 	Fe 9	0.0790786 	Fe 8	0.0655130 	H  1	0.0639868 	Fe10	0.0639782 	O  8	0.0411514 	Si 8	0.0395164  
0.0 5.00000e-02	1.0000e+04	6.9113e-09	2.1828e-10	 UTA	0.1504679 	He 2	0.1176087 	O  7	0.1106502 	Fe10	0.0797322 	Fe 9	0.0794175 	H  1	0.0575613 	Fe 8	0.0523067 	O  8	0.0506312 	Si 8	0.0383337  
0.1 5.00000e-02	1.0000e+04	7.6797e-09	2.2845e-10	 UTA	0.1575018 	He 2	0.1058198 	O  7	0.1052946 	Fe10	0.0926237 	Fe 9	0.0741391 	O  8	0.0606460 	H  1	0.0518062 	Fe11	0.0480086 	Fe 8	0.0388149  
0.2 5.00000e-02	1.0000e+04	8.4446e-09	2.3264e-10	 UTA	0.1654991 	O  7	0.0984900 	Fe10	0.0984616 	He 2	0.0962032 	O  8	0.0714035 	Fe11	0.0632443 	Fe 9	0.0631906 	H  1	0.0471175 	Si 8	0.0290377  
0.3 5.00000e-02	1.0000e+04	8.9589e-09	2.2604e-10	 UTA	0.1713212 	O  7	0.0928861 	Fe10	0.0915687 	He 2	0.0906363 	O  8	0.0847635 	Fe11	0.0730940 	Fe 9	0.0470329 	H  1	0.0444151 	Fe12	0.0327613  
0.4 5.00000e-02	1.0000e+04	8.8327e-09	2.0568e-10	 UTA	0.1676325 	O  8	0.1053931 	He 2	0.0918726 	O  7	0.0917542 	Fe10	0.0678780 	Fe11	0.0674951 	H  1	0.0450514 	Fe12	0.0371017 	C  6	0.0306192  
0.5 5.00000e-02	1.0000e+04	8.1898e-09	1.7927e-10	 UTA	0.1491097 	O  8	0.1357763 	He 2	0.0990028 	O  7	0.0939092 	H  1	0.0485875 	Fe11	0.0445786 	Fe10	0.0359180 	C  6	0.0345638 	Ne 9	0.0323269  
0.6 5.00000e-02	1.0000e+04	7.7184e-09	1.5878e-10	O  8	0.1679507 	 UTA	0.1241456 	He 2	0.1049405 	O  7	0.0922827 	H  1	0.0515511 	Fe17	0.0431563 	C  6	0.0380644 	Ne 9	0.0377342 	S 12	0.0210514  
0.7 5.00000e-02	1.0000e+04	7.6446e-09	1.4618e-10	O  8	0.1932898 	He 2	0.1058207 	 UTA	0.1032611 	O  7	0.0843700 	Fe17	0.0546859 	H  1	0.0520405 	Ne 9	0.0406917 	C  6	0.0396092 	Fe18	0.0278927  
